cell,suite,dataset,model,instance_idx,completion_chars,n_images,judge_model,on_task,garbled,cannot_evaluate,reason
creation_mmbench:model=qwen_qwen3.6-plus,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen3.6-plus,0,7931,1,x-ai/grok-4.1-fast,True,False,False,"Response creates detailed 2-day Milan plan matching prompt preferences, addresses map mismatch, engages task fully."
creation_mmbench:model=qwen_qwen3.6-plus,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen3.6-plus,1,4816,1,x-ai/grok-4.1-fast,True,False,False,"Full, structured recipe matches image and prompt requirements perfectly."
creation_mmbench:model=qwen_qwen3.6-plus,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen3.6-plus,2,873,1,x-ai/grok-4.1-fast,True,False,False,"Promotional tweet engages image content, draws attention to Agent Laboratory, and emphasizes novelty."
yesbut:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50_mmext,yesbut,google/gemma-4-26b-a4b-it,0,229,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains image's satire on hypocrisy, engaging prompt and image content."
yesbut:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50_mmext,yesbut,google/gemma-4-26b-a4b-it,1,127,1,x-ai/grok-4.1-fast,True,False,False,"Response explains satire via irony in image, directly engaging prompt."
yesbut:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50_mmext,yesbut,google/gemma-4-26b-a4b-it,2,170,1,x-ai/grok-4.1-fast,True,False,False,"Response explains satire on objectification, directly engaging image and prompt."
banner_request_400:model=openai_gpt-4.1,modal_phase1c_n50_mmext,banner_request_400,openai/gpt-4.1,0,1582,1,x-ai/grok-4.1-fast,True,False,False,"Produces complete valid JSON blueprint with requested elements, positions, and logo integration."
banner_request_400:model=openai_gpt-4.1,modal_phase1c_n50_mmext,banner_request_400,openai/gpt-4.1,1,1354,1,x-ai/grok-4.1-fast,True,False,False,"Response is complete, valid JSON blueprint engaging prompt's banner layout task with specified elements."
banner_request_400:model=openai_gpt-4.1,modal_phase1c_n50_mmext,banner_request_400,openai/gpt-4.1,2,2245,1,x-ai/grok-4.1-fast,True,False,False,"Produces valid JSON blueprint with required elements, texts, positions, and logo placement matching prompt."
yesbut:model=openai_gpt-4.1,modal_phase1c_n50_mmext,yesbut,openai/gpt-4.1,0,134,1,x-ai/grok-4.1-fast,True,False,False,Response explains image's satire by noting irony between beliefs and actions.
yesbut:model=openai_gpt-4.1,modal_phase1c_n50_mmext,yesbut,openai/gpt-4.1,1,217,1,x-ai/grok-4.1-fast,True,False,False,"Response explains satire of image, directly engaging prompt content."
yesbut:model=openai_gpt-4.1,modal_phase1c_n50_mmext,yesbut,openai/gpt-4.1,2,112,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains why image is funny, engaging prompt and image content."
ii_bench:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,ii_bench,anthropic/claude-sonnet-4.6,0,5,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter A, directly engaging the multiple-choice prompt and image context."
ii_bench:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,ii_bench,anthropic/claude-sonnet-4.6,1,5,1,x-ai/grok-4.1-fast,True,False,False,"Response selects B, directly answering the multiple-choice prompt as instructed."
ii_bench:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,ii_bench,anthropic/claude-sonnet-4.6,2,5,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter E as prompted, engaging image symbolism task."
puzzleworld:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,puzzleworld,bytedance-seed/seed-2.0-mini,0,1563,0,x-ai/grok-4.1-fast,True,False,False,"Clear step-by-step puzzle solution with letter extraction and anagram, ends in required format."
puzzleworld:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,puzzleworld,bytedance-seed/seed-2.0-mini,1,950,0,x-ai/grok-4.1-fast,True,False,False,Intelligible step-by-step puzzle solution with required final Answer format.
puzzleworld:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,puzzleworld,bytedance-seed/seed-2.0-mini,2,1890,0,x-ai/grok-4.1-fast,True,False,False,Provides detailed step-by-step puzzle solution ending with required Answer format.
puzzleworld:model=anthropic_claude-opus-4.5,modal_phase1c_n50_mmext,puzzleworld,anthropic/claude-opus-4.5,0,3017,0,x-ai/grok-4.1-fast,True,False,False,"Response provides step-by-step puzzle solving with theme tie-in, ends with required format."
puzzleworld:model=anthropic_claude-opus-4.5,modal_phase1c_n50_mmext,puzzleworld,anthropic/claude-opus-4.5,1,2413,0,x-ai/grok-4.1-fast,True,False,False,Response attempts step-by-step puzzle solution with equations and final Answer line.
puzzleworld:model=anthropic_claude-opus-4.5,modal_phase1c_n50_mmext,puzzleworld,anthropic/claude-opus-4.5,2,2766,0,x-ai/grok-4.1-fast,True,False,False,Response reasons step-by-step on cat poses as semaphore signals and ends with required Answer format.
creation_mmbench:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,creation_mmbench,google/gemma-3-12b-it,0,4954,1,x-ai/grok-4.1-fast,True,False,False,"Detailed 2-day itinerary engages map attractions, preferences for shopping/icons, includes schedule/reasons/considerations."
creation_mmbench:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,creation_mmbench,google/gemma-3-12b-it,1,4672,1,x-ai/grok-4.1-fast,True,False,False,"Detailed recipe matches image of fried rice with ham, peas, carrots; follows prompt requirements precisely."
creation_mmbench:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,creation_mmbench,google/gemma-3-12b-it,2,4015,1,x-ai/grok-4.1-fast,True,False,False,"Provides multiple tweet options that promote the work, draw attention, and highlight novelty as required."
artinsight:model=amazon_nova-premier-v1,modal_phase1c_n50_mmext,artinsight,amazon/nova-premier-v1,0,1698,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers detailed, factual paragraph description of artwork, engaging image and prompt."
artinsight:model=amazon_nova-premier-v1,modal_phase1c_n50_mmext,artinsight,amazon/nova-premier-v1,1,1821,1,x-ai/grok-4.1-fast,True,False,False,"Detailed, factual paragraph description engages artwork description task objectively."
artinsight:model=amazon_nova-premier-v1,modal_phase1c_n50_mmext,artinsight,amazon/nova-premier-v1,2,1220,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers factual, descriptive paragraphs of artwork elements from image, engaging prompt fully."
rebus_puzzle:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,rebus_puzzle,google/gemma-3-12b-it,0,363,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON with rebus answer and reasoning, directly engaging the puzzle image and prompt."
rebus_puzzle:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,rebus_puzzle,google/gemma-3-12b-it,1,356,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning engaging the rebus puzzle task.
rebus_puzzle:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,rebus_puzzle,google/gemma-3-12b-it,2,402,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response with answer and reasoning engaging the rebus puzzle task.
banner_request_400:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,banner_request_400,mistralai/mistral-large-2512,0,1598,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON blueprint with required elements, texts, positions matching prompt and logo."
banner_request_400:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,banner_request_400,mistralai/mistral-large-2512,1,1545,1,x-ai/grok-4.1-fast,True,False,False,"Response is valid JSON blueprint engaging prompt with correct schema, texts, positions, and logo."
banner_request_400:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,banner_request_400,mistralai/mistral-large-2512,2,1278,1,x-ai/grok-4.1-fast,True,False,False,"Produces valid JSON blueprint with required elements, positions, and schema matching prompt."
yesbut:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,yesbut,qwen/qwen3.5-397b-a17b,0,284,1,x-ai/grok-4.1-fast,True,False,False,"Response clearly explains the image's satire, directly engaging the prompt."
yesbut:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,yesbut,qwen/qwen3.5-397b-a17b,1,224,1,x-ai/grok-4.1-fast,True,False,False,Response intelligibly explains the image's satire by addressing the ironic juxtaposition.
yesbut:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,yesbut,qwen/qwen3.5-397b-a17b,2,242,1,x-ai/grok-4.1-fast,True,False,False,Response intelligibly explains image's satirical humor via yes-but meme and fashion irony.
infochartqa:model=openai_gpt-4.1,modal_phase1c_n50_mmext,infochartqa,openai/gpt-4.1,0,6,1,x-ai/grok-4.1-fast,True,False,False,"Response calculates and outputs average percentage from chart problems, directly engaging prompt."
infochartqa:model=openai_gpt-4.1,modal_phase1c_n50_mmext,infochartqa,openai/gpt-4.1,1,16,1,x-ai/grok-4.1-fast,True,False,False,Response provides the chart node with minimum value in matching format.
infochartqa:model=openai_gpt-4.1,modal_phase1c_n50_mmext,infochartqa,openai/gpt-4.1,2,3,1,x-ai/grok-4.1-fast,True,False,False,Response is a direct 'Yes' answering the yes/no prompt as instructed.
banner_request_400:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen3-vl-8b-instruct,0,1321,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON blueprint engaging prompt's banner layout task with specified elements and positions.
banner_request_400:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen3-vl-8b-instruct,1,1373,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON blueprint with required elements, positions, and styles matching prompt."
banner_request_400:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen3-vl-8b-instruct,2,1190,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON blueprint engaging prompt's banner layout task with specified elements.
esp_dataset:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,esp_dataset,meta-llama/llama-4-scout,0,48,1,x-ai/grok-4.1-fast,True,False,False,"Concise news-style caption accurately describes image's clock tower, vehicles, and dusk setting."
esp_dataset:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,esp_dataset,meta-llama/llama-4-scout,1,493,1,x-ai/grok-4.1-fast,True,False,False,"Response coherently describes image elements, engaging the description task."
esp_dataset:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,esp_dataset,meta-llama/llama-4-scout,2,53,1,x-ai/grok-4.1-fast,True,False,False,Concise news-style caption engages image of Yankees batter swinging in stadium.
esp_dataset:model=bytedance-seed_seed-2.0-lite,modal_phase1c_n50_mmext,esp_dataset,bytedance-seed/seed-2.0-lite,0,364,1,x-ai/grok-4.1-fast,True,False,False,"Clear news-style caption accurately describing image elements like clock tower, traffic, and twilight scene."
esp_dataset:model=bytedance-seed_seed-2.0-lite,modal_phase1c_n50_mmext,esp_dataset,bytedance-seed/seed-2.0-lite,1,934,1,x-ai/grok-4.1-fast,True,False,False,Response delivers instruction-style description engaging image content accurately.
esp_dataset:model=bytedance-seed_seed-2.0-lite,modal_phase1c_n50_mmext,esp_dataset,bytedance-seed/seed-2.0-lite,2,323,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption accurately describes the baseball image.
ii_bench:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,ii_bench,x-ai/grok-4.20,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter choice, directly engaging the multiple-choice task."
ii_bench:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,ii_bench,x-ai/grok-4.20,1,1,1,x-ai/grok-4.1-fast,True,False,False,Single letter 'B' directly engages multiple-choice task as instructed.
ii_bench:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,ii_bench,x-ai/grok-4.20,2,5,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter E as instructed, engaging the image and prompt."
yesbut:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,yesbut,bytedance-seed/seed-1.6,0,842,1,x-ai/grok-4.1-fast,True,False,False,Response directly explains image's satire by highlighting irony of anti-capitalist using capitalist products.
yesbut:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,yesbut,bytedance-seed/seed-1.6,1,884,1,x-ai/grok-4.1-fast,True,False,False,Response intelligibly explains the image's satire by analyzing the contrast between text and depicted action.
yesbut:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,yesbut,bytedance-seed/seed-1.6,2,449,1,x-ai/grok-4.1-fast,True,False,False,Response directly engages prompt by explaining image's satirical humor on clothing purchase pitfalls.
irfl:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50_mmext,irfl,nvidia/nemotron-nano-12b-v2-vl,0,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'D', directly engaging the image selection task."
irfl:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50_mmext,irfl,nvidia/nemotron-nano-12b-v2-vl,1,1,4,x-ai/grok-4.1-fast,True,False,False,"Clear selection of 'D', directly engages image choice task."
irfl:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50_mmext,irfl,nvidia/nemotron-nano-12b-v2-vl,2,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'D', directly engaging the task of choosing one image option."
puzzleworld:model=amazon_nova-2-lite-v1,modal_phase1c_n50_mmext,puzzleworld,amazon/nova-2-lite-v1,0,14197,0,x-ai/grok-4.1-fast,False,True,False,"Ignores prompt content, hallucinates clues, enters infinite repetition loop."
puzzleworld:model=amazon_nova-2-lite-v1,modal_phase1c_n50_mmext,puzzleworld,amazon/nova-2-lite-v1,1,10229,0,x-ai/grok-4.1-fast,True,False,False,"Verbose step-by-step puzzle-solving attempt with meaningful content, despite truncation."
puzzleworld:model=amazon_nova-2-lite-v1,modal_phase1c_n50_mmext,puzzleworld,amazon/nova-2-lite-v1,2,8496,0,x-ai/grok-4.1-fast,True,False,False,Structured step-by-step puzzle solving with image analysis and final answer format.
rebus_puzzle:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,rebus_puzzle,mistralai/ministral-8b-2512,0,739,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with puzzle solution attempt and reasoning engaging image elements.
rebus_puzzle:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,rebus_puzzle,mistralai/ministral-8b-2512,1,632,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with rebus answer and detailed reasoning engaging image and prompt.
rebus_puzzle:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,rebus_puzzle,mistralai/ministral-8b-2512,2,657,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with rebus answer and reasoning engaging image puzzle.
puzzleworld:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,puzzleworld,xiaomi/mimo-v2.5,0,3500,0,x-ai/grok-4.1-fast,True,False,False,Detailed step-by-step puzzle solution with extracted letters and final anagrammed answer in required format.
puzzleworld:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,puzzleworld,xiaomi/mimo-v2.5,1,2870,0,x-ai/grok-4.1-fast,True,False,False,Provides structured step-by-step puzzle solution with final Answer line.
puzzleworld:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,puzzleworld,xiaomi/mimo-v2.5,2,2814,0,x-ai/grok-4.1-fast,True,False,False,Engages puzzle-solving task with step-by-step reasoning and required answer format.
mars:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,mars,mistralai/ministral-8b-2512,0,169,0,x-ai/grok-4.1-fast,False,False,False,Response observes Wikidata pattern but fails to complete the analogy for 'leaves'.
mars:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,mars,mistralai/ministral-8b-2512,1,117,0,x-ai/grok-4.1-fast,True,False,False,"Response identifies pattern and starts addressing final analogy, showing engagement."
mars:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,mars,mistralai/ministral-8b-2512,2,184,0,x-ai/grok-4.1-fast,True,False,False,Response identifies Wikidata pattern and attempts to complete final analogy for 'pie'.
esp_dataset:model=amazon_nova-lite-v1,modal_phase1c_n50_mmext,esp_dataset,amazon/nova-lite-v1,0,346,1,x-ai/grok-4.1-fast,True,False,False,"Response provides detailed description of image, engaging the prompt's description task."
esp_dataset:model=amazon_nova-lite-v1,modal_phase1c_n50_mmext,esp_dataset,amazon/nova-lite-v1,1,126,1,x-ai/grok-4.1-fast,True,False,False,"Clear descriptive caption of image elements, engages image description task."
esp_dataset:model=amazon_nova-lite-v1,modal_phase1c_n50_mmext,esp_dataset,amazon/nova-lite-v1,2,110,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption engages image description task.
irfl:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,irfl,meta-llama/llama-4-maverick,0,75,4,x-ai/grok-4.1-fast,True,False,False,Starts step-by-step reasoning engaging the idiom and definition.
irfl:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,irfl,meta-llama/llama-4-maverick,1,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'D', directly engaging the task of choosing one image option."
irfl:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,irfl,meta-llama/llama-4-maverick,2,26,4,x-ai/grok-4.1-fast,False,True,False,Response is truncated mid-sentence with no selection or meaningful content.
ii_bench:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,ii_bench,xiaomi/mimo-v2-omni,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'C' as instructed, engaging the multiple-choice task."
