model,dataset,n_items,mean_chars,empty_rate,short_rate,refusal_rate,repetitive_rate,audit_n,audit_on_task,audit_garbled,heur_issue,audit_issue,status
z-ai/glm-4.5v,metaphoric_analogies,50,241.6,0.72,0.06,0.0,0.0,3.0,1.0,0.0,empty 72%,,HEURISTIC_ONLY
z-ai/glm-4.6,metaphoric_analogies,200,25.585,0.49,0.1,0.0,0.0,3.0,1.0,0.0,empty 49%,,HEURISTIC_ONLY
z-ai/glm-4.7,metaphoric_analogies,50,85.64,0.0,0.72,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,metaphoric_analogies,200,71.335,0.0,0.175,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,metaphoric_analogies,50,20.02,0.0,0.68,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,metaphoric_analogies,50,51.92,0.0,0.6,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,moh_x,50,6.36,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,moh_x,50,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,moh_x,50,5.94,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,moh_x,50,2.5,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,moh_x,50,2.62,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,moh_x,200,3.52,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,moh_x,50,2.42,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,moh_x,50,2.44,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,moh_x,50,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,moh_x,50,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,moh_x,50,2.3,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,moh_x,50,2.38,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,moh_x,50,2.42,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,moh_x,50,2.24,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,moh_x,50,2.38,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,moh_x,50,2.48,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,moh_x,200,2.36,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,moh_x,50,2.32,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,moh_x,50,1.72,0.3,0.7,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,moh_x,50,2.44,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,moh_x,50,2.44,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,moh_x,50,2.32,0.12,0.88,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,moh_x,50,2.56,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,moh_x,200,2.615,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,moh_x,50,2.6,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,moh_x,50,2.32,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,moh_x,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,empty 100%,on-task 0%; garbled 100%,BOTH
google/gemma-3-12b-it,moh_x,50,2.36,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,moh_x,50,2.22,0.46,0.54,0.0,0.0,3.0,1.0,0.0,empty 46%,,HEURISTIC_ONLY
google/gemma-3-4b-it,moh_x,200,2.575,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,moh_x,50,2.38,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,moh_x,200,2.475,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,moh_x,50,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,moh_x,50,2.56,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,moh_x,50,2.46,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,moh_x,50,3.42,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,moh_x,50,2.88,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,moh_x,200,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,moh_x,200,3.55,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
meta-llama/llama-4-maverick,moh_x,50,2.56,0.18,0.82,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,moh_x,50,3.22,0.06,0.94,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,moh_x,50,2.42,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,moh_x,50,7.64,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,moh_x,50,2.48,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,moh_x,50,2.48,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,moh_x,50,2.74,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,moh_x,50,2.72,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,moh_x,50,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,moh_x,50,2.66,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,moh_x,50,2.7,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,moh_x,200,2.41,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,moh_x,200,2.39,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,moh_x,50,2.1,0.14,0.86,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,moh_x,50,5.3,0.0,0.94,0.0,0.0,3.0,0.6666666666666666,0.0,,,CLEAN
nex-agi/deepseek-v3.1-nex-n1,moh_x,50,2.66,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,moh_x,50,2.46,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,moh_x,50,7.66,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,moh_x,50,2.4,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,moh_x,50,2.32,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,moh_x,50,17.6,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,on-task 0%,AUDIT_ONLY
nvidia/nemotron-3-super-120b-a12b,moh_x,50,2.14,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,moh_x,50,2.84,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,moh_x,50,2.46,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,moh_x,200,2.465,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,moh_x,200,2.49,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,moh_x,50,2.98,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,moh_x,50,2.44,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,moh_x,200,2.41,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,moh_x,200,2.4,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,moh_x,200,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,moh_x,200,2.405,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,moh_x,200,2.335,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,moh_x,50,2.28,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,moh_x,50,0.16,0.92,0.08,0.0,0.0,3.0,1.0,0.0,empty 92%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,moh_x,50,2.56,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,moh_x,50,2.3,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,moh_x,50,2.44,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,moh_x,50,1.66,0.24,0.76,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.6,moh_x,50,0.64,0.72,0.28,0.0,0.0,3.0,1.0,0.0,empty 72%,,HEURISTIC_ONLY
z-ai/glm-4.7,moh_x,50,2.38,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,moh_x,50,2.38,0.02,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,moh_x,50,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,moh_x,50,2.34,0.06,0.94,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,mops,50,315.98,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,mops,50,314.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,mops,50,387.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,mops,50,364.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,mops,50,341.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,mops,50,329.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,mops,50,339.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,mops,50,353.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,mops,50,386.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,mops,100,449.43,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,mops,50,450.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,mops,50,335.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,mops,50,346.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,mops,50,324.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,mops,50,483.04,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,mops,100,387.27,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,mops,100,435.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,mops,50,474.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,mops,50,333.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,mops,50,391.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,mops,50,422.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,mops,50,277.04,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,mops,50,274.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,mops,100,300.56,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,mops,50,295.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,mops,100,352.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,mops,50,287.56,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,mops,50,351.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,mops,50,338.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,mops,50,364.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,mops,50,300.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,mops,50,289.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,mops,50,356.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,mops,50,486.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,mops,50,427.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,mops,50,388.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,mops,50,383.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,mops,50,388.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,mops,100,397.85,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,mops,100,365.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,mops,50,369.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,mops,50,454.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,mops,50,277.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,mops,50,399.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,mops,100,334.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,mops,50,377.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,mops,50,289.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,mops,50,248.36,0.0,0.18,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,mops,50,348.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,mops,50,313.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,mops,100,292.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,mops,100,284.49,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,mops,50,343.64,0.08,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,mops,50,954.84,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,,on-task 33%,AUDIT_ONLY
nex-agi/deepseek-v3.1-nex-n1,mops,50,433.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,mops,50,377.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,mops,50,643.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,mops,50,365.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,mops,50,393.04,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,mops,50,451.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,mops,100,442.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,mops,50,344.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,mops,50,285.94,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,mops,50,361.52,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,mops,50,327.52,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,mops,50,370.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,mops,50,376.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,mops,50,440.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,mops,50,349.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,mops,50,374.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,mops,50,467.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,mops,50,305.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,mops,50,335.16,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,mops,50,198.72,0.42,0.0,0.0,0.0,3.0,1.0,0.0,empty 42%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,mops,50,326.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,mops,50,307.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,mops,50,332.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,mops,50,225.5,0.36,0.0,0.0,0.0,3.0,1.0,0.0,empty 36%,,HEURISTIC_ONLY
z-ai/glm-4.6,mops,50,301.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,mops,50,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,empty 100%,,HEURISTIC_ONLY
z-ai/glm-5,mops,50,265.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,mops,50,302.26,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,mops,50,357.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,munch,50,15.18,0.0,0.94,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
allenai/olmo-3.1-32b-instruct,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,munch,200,4.98,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,munch,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,munch,50,1.82,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,munch,50,1.9,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,munch,50,19.4,0.0,0.64,0.0,0.0,3.0,0.0,0.3333333333333333,,on-task 0%,AUDIT_ONLY
anthropic/claude-sonnet-4.5,munch,50,14.74,0.0,0.38,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
anthropic/claude-sonnet-4.6,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,munch,50,19.78,0.0,0.06,0.0,0.0,3.0,0.0,0.3333333333333333,,on-task 0%,AUDIT_ONLY
baidu/ernie-4.5-300b-a47b,munch,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,munch,50,1.2,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,munch,50,0.72,0.28,0.72,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,munch,50,10.14,0.0,0.56,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
deepseek/deepseek-chat-v3-0324,munch,50,8.26,0.0,0.66,0.0,0.0,3.0,0.6666666666666666,0.6666666666666666,,garbled 67%,AUDIT_ONLY
deepseek/deepseek-chat-v3.1,munch,50,1.04,0.08,0.92,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,munch,50,1.24,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,munch,200,1.005,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,munch,50,0.04,0.96,0.04,0.0,0.0,2.0,1.0,0.0,empty 96%,,HEURISTIC_ONLY
google/gemma-3-12b-it,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,munch,50,0.48,0.52,0.48,0.0,0.0,3.0,1.0,0.0,empty 52%,,HEURISTIC_ONLY
google/gemma-3-4b-it,munch,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,munch,50,8.94,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,munch,200,0.865,0.135,0.865,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,munch,50,3.8,0.0,0.86,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,munch,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,munch,50,7.68,0.18,0.8,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
meta-llama/llama-4-scout,munch,50,7.16,0.04,0.96,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
minimax/minimax-01,munch,200,13.52,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,,on-task 33%,AUDIT_ONLY
minimax/minimax-m2-her,munch,50,13.66,0.0,0.82,0.0,0.0,3.0,0.6666666666666666,0.0,,,CLEAN
mistralai/ministral-8b-2512,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,munch,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,munch,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
