entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
human,human_245,Story,2,"my matrimonial home and our workplace are separated by a very big river. everyday i have to cross the river before getting to work. during the last rainy season, it rained heavily and the bridge was swept away. the government is working on building another bridge",15,15
human,human_245,Metaphor,3,glittering,10,10
human,human_245,Story,3,"i have been experiencing instances of lo-esteem lately due to my appearance. every time i am leaving the house, i have to stare the mirror alot of times to ensure i look good. my face has developed lots acnes and",15,15
human,human_245,Story,4,i love taking a  morning walk along the path lading to the park. this has really helped me deal with depression since i get some time to meditate as i walk. my previous work out shoe was very uncomfortable but am so excited i just bought a new one.,15,15
human,human_245,SCTT,1,The heating is different; The rate of heating; may be one lake is small that is why it heats faster,20,20
human,human_247,Story,0,"ivy tucked her favourite pen behind her ear and stared at the black paper with a mixture of excitment .she had always wanted to write a story that felt alive ,like the ones she had read in the libraries and collected in her heart.with a deep breath she pressed the pen to the paper and her thoughts spilled out the words.",20,20
human,human_247,Story,1,"mary found a ancient key tucked in the drawer of her grandfathers desk and wondered what might it unlock.she stepped into the dusty ,she saw a curious door she had nevernoticed before,she inserted the key ,turned it and a heard of soft click at the door began to open",25,25
human,human_247,Metaphor,8,silent,15,15
human,human_247,Metaphor,3,clear,10,10
human,human_247,Story,2,"when john first arrived ,he saw an ancient bridge suspended over the roaring river and wondered if he could truly cross it.local whispered that the bridge was alive,its ropes humming with the memories if every traveler who would ever seet foot on it.taking deep breath,he stepped onto",30,30
human,human_247,Metaphor,1,nice,10,10
human,human_247,Story,4,"james found a single shoe lying on the edge of the forest path,it laces tied into a perfect bow as if waiting for someone.intrigued,he slipped it on and felt a strange walk begun in hismind,each step forward revealing echoes of someone else memory",35,35
human,human_249,AUT,2,drawing; writing; pointing; painting; coloring,15,15
human,human_249,AUT,0,building houses; pavement; decorative; fireplace; construction; art project; architectural features,15,15
human,human_247,Metaphor,0,howls,10,10
human,human_247,Story,3,"i found a mirror tucked behind my grand mothers porch,its surface oldly warm to the touch.wen i lifted it ,the face staringback ,the reflection of my eye seemed to follow me quite intelligence.",25,25
human,human_249,Design,0,memory aid app; memory boxes; cognitive training tool; simple interfaces,20,20
human,human_249,AUT,3,water collection; storage; gardening; flower pot; crafting; food storage; beach trips; animal car,20,20
human,human_249,Design,1,smart wheelchairs; accessible ramps; exoskeleton suits,20,20
human,human_249,AUT,4,foot protection; warmth; styling; hygiene; comfort,10,10
human,human_249,AUT,1,cutting; slicing; sharpening; Peeling; screwing; self defense,20,20
human,human_249,Design,3,solar powered homes; green roofs; biogas system; smart grides,25,25
human,human_249,Metaphor,3,allowing the warm air in,20,20
human,human_249,Design,4,rainfall harvesting; solar water purifier; fog collectors; low cost water testing kit,30,30
human,human_249,Design,2,smart traffic management; pedestrian friendly zone; public transport optimization; autonomous vehicles,20,20
human,human_249,Metaphor,0,very strong lately,10,10
human,human_249,Metaphor,1,feels as fair skins,10,10
human,human_249,SCTT,1,"This would happen due to the density of the water , also the landscape influence the temperature of the water; The nature of the water",20,20
human,human_249,SCTT,2,Will this replace humans ?; How efficient can this robot work ?; Can this Ai perform exactly as a human ?; What are the pros and cons of using this AI,20,20
human,human_249,SCTT,0,What season are we in ?; Is there going to be a possible eclipse ?; Would it rain this night ?; What astronoloical season are we expecting,20,20
human,human_249,SCTT,3,What planet is this particular one ?; Does this have the live support features for living things ?; How close is this planet to the sun ?; Are the heavily bodies visible here ?,15,15
human,human_249,SCTT,4,Are they a different spices of human?; Are they physically impaired when it comes to hearing?; what language do they understand ?; I here a kind of norm or atitude for thi,20,20
human,human_249,Story,1,"amos left his key at the shop. he got home and the door was locked. he went back to the shop , got the keys and open the doo",10,10
human,human_249,Story,0,"i attended my first lectures with my bag pack. it had a pen, paper and a write pad. she was ready for all.  read",10,10
human,human_249,Story,2,the bridge across the river was weak. and so aaron went to get the construction company to build the cross-over. people are now able to cross the bridge without stress. aaron tried his best to help his little town,15,15
human,human_251,AUT,0,"stepping stool, doorstep, hammer; hammer; doorstep",20,20
human,human_249,Story,4,she walked past the walk way without her right shoe. people stared as the path was too rough for a lady to walk bare foot under the hot and scorch sun. she did not mind but went ahead to continue her journey on the rough path,20,20
human,human_249,Metaphor,8,is as clear as the morning sun,20,20
human,human_251,AUT,1,gardening tool; box cutter; self defense; art,20,20
human,human_249,Story,3,"the beauty princess watched her face in the mirror and did not see the usual beauty. it was a wrinkled face this time. she was all sad and confused, not knowing what to do or who to turn to. a fairy god mother came over to help her out.",25,25
human,human_251,AUT,3,planter; storage; gardening,20,20
human,human_251,AUT,4,puppet; wash cloth; hair wrap,25,25
human,human_251,Design,1,ramps; bars; walkers; scooters; non slip floors,15,15
human,human_251,Metaphor,0,blowing whistles,30,30
